,id,Message,length,country,Date
12455,2339,Yes sir.althani group is a strong group.we need to spot more of such as only a strong sponsor can get us a visa.kesav was online he was in qatar last day.,154,India,2011/1
12456,2340,Ok done.so now lets plan qatar dear.come back soon,50,India,2011/1
12457,2341,"Tom,r u there?no response when trying ur mob",44,India,2011/1
12458,2342,MH/ <#> / <#>,13,India,2011/1
12459,2343,Oh great.,9,India,2011/1
12460,2344,Macha did u put the money?u know i have less people to ask,58,India,2011/1
12461,2345,Macha i am a changed person as a husband.full stop to cribbing and trying to be a good person to wife.will talk that later.now at kaloor as she dint get a direct bus to mamanglam..hope u r happy wth my bhaviour,210,India,2011/1
12462,2346,Dear pls call if free,21,India,2011/1
12463,2347,Will makw wndrful cofee for u....once u come home....say cheers and b happy,75,India,2011/1
12464,2348,Parvati is actually creating problem for mr shiva as he lost his job due to recession and she wants all luxories which he is not able toprovide due to unemployment at senior level.No hiring only firing,201,India,2011/1
12465,2349,I am so happy for us,20,India,2011/1
12466,2350,Macha its started raining and it looks awesome outside.nee undayirunnenkil nalla rasamayaeene,93,India,2011/1
12467,2351,I am the office.await your faster arrival.lets plan,51,India,2011/1
12468,2352,Haloooo...ningal purappetttoo?,30,India,2011/1
12469,2353,Hw r u mate?,12,India,2011/1
12470,2354,Peter.edward@tata-aig.com.,26,India,2011/1
12471,2355,Hi...chakkare bharya.sambar is like truth.truth kadvi hoothi hei aur aaj se saambaar bhi kadvi hoothi hei,105,India,2011/1
12472,2356,"Da pls put money today.account number; <#> ,Rakhesh KR",54,India,2011/1
12473,2357,Minnallaye ullu....,19,India,2011/1
12474,2358,Ippo edutha shaapam kittum.njan shaapam kittatha ppo vilikkaamm..hehhehe,72,India,2011/1
12475,2359,Ivide ippo kaznjee ullu,23,India,2011/1
12476,2360,Ddrrrrr......kadoravali,23,India,2011/1
12477,2361,Samoosa is good when u r ina mood to from the pressure of potatoes and its a wonderful expereince when you while u sit back after eating.sitting is again to be proper with little space for the to release...prrrrrrrrr......,237,India,2011/1
12478,2362,Jadaka phalam anubhavichariyam.cheerilla ennu paranju.ennalum onnu kuudi evideelum nookkikku at your place.,107,India,2011/1
12479,2363,when will you come home?i want to see you.i want to talk i want to spend time with you....send this sms to all married and ask them to send this to their spouses for a happy married life....hehehe...take care,208,India,2011/1
12480,2364,Good...,7,India,2011/1
12481,2365,Potato curry is good.good day.,30,India,2011/1
12483,2367,Happy journey,13,India,2011/1
12484,2368,Oh...are u a girl?i thot u r a woman.,37,India,2011/1
12485,2369,Goodnite dear.nothing to talk after we talked just now.so take care and sleep well.,83,India,2011/1
12486,2370,BEGIN:VCARD VERSION: <DECIMAL> N;ENCODING=QUOTED-PRINTABLE:;Rakhesh_kr= <#> yahoo.com TEL;CELL: <#> X-CLASS:private END:VCARD,127,India,2011/1
12487,2371,Take food as u nd enrgy in evening to take tooth.,49,India,2011/1
12488,2372,Ethiyooo....sir...Kerala awaits the arrival of The Great delegate of World Human Resources Development.Pls welcome Mr.Rajeev Nair.Sir a Warm Welcome to You to the State of Gutters and holes.,190,India,2011/1
12489,2373,Kerala awaits the arrival of The Great delegate of World Human Resources Development.Pls welcome Mr.Rajeev Nair.Sir a Warm Welcome to You to the State of Gutters and holes.,172,India,2011/1
12490,2374,Rchd hm,7,India,2011/1
12491,2375,thamasha aano?catch u latwr..,29,India,2011/1
12492,2376,"MSMcall: =FATHWA= "" Jeevanulla Vasthukkalude Chithram Varakkunnathu Nabi {S} Nirodhichittundu """,95,India,2011/1
12493,2377,Who r u? why r u sending sms 2 me.,34,India,2011/1
12494,2378,In my home,10,India,2011/1
12495,2379,How can i believe.tell some thing to make it sure and finaly tell ur name,73,India,2011/1
12496,2380,Who are you?,12,India,2011/1
12497,2381,"Important Tip: Please Don't Eat Pizzas Samose Sandwich Ice-Cream Chocolate & All BIRIYANIS Without, ME OK.",106,India,2011/1
12498,2382,Matti pidi mone aa sms oke out of fashion ayi,45,India,2011/1
12499,2383,"MSMkozhikode: . ""AHANKAARAM ennal Sathythe Ethirkkalum Janangale Nissaramayi Kaanalumaanu"" (MUSLIM) *To start ur SMS group sms- HELP CREATE to <#> *",149,India,2011/1
12500,2384,"MSMcall: =FATHWA= "" Jeevanulla Vasthukkalude Chithram Varakkunnathu Nabi {S} Nirodhichittundu "" + JOIN MSMcall to <#> *Brought to you by SMSGupShup.com*",154,India,2011/1
12501,2385,"MSMkozhikode: Nabi(s): ""Vallavanum Sanmargathileku Kshanichal, Athu Pinpatiyavarude Adhe Prathifalam Avanum Kittum"" (muslim 4/ <#> no. <#> ) -",143,India,2011/1
12502,2386,5 stage,7,India,2011/1
12503,2387,W,1,India,2011/1
12504,2388,Credit,6,India,2011/1
12505,2389,Flash Nwz : Nxt week dinu is going 2 propose ann ?,50,India,2011/1
12506,2390,"Man, i dnt by the txt ..?",25,India,2011/1
12507,2391,"Shiyas, i wil giv it @ eveng ? Its almst finshd..",49,India,2011/1
12508,2392,Whos dis ?,10,India,2011/1
12509,2393,Wats de pblm man ?,18,India,2011/1
12510,2394,Nw v r @ hmt,12,India,2011/1
12511,2395,Im @ matrubumi,14,India,2011/1
12513,2397,Nt 2mrw.. I hav yve 2mrw.. V wil go by nxt week..,49,India,2011/1
12514,2398,"She's a gd grl.. If u luv hr, v wil go 2 st.terasa & tel hr tat u luv hr. If im in ur positin i wil do lik dis.",111,India,2011/1
12515,2399,Fst tel u r u ? Then i wil,30,India,2011/1
12516,2400,Mayb.. If u luv hr sincrly u hav a chnce,40,India,2011/1
12517,2401,U tel hr tat u luv hr,21,India,2011/1
12518,2402,"Man.. I knw tat.. U r doing nt a gd thng .. If u feel luv 2 her, y dnt u tel ur feelngs 2 hr",92,India,2011/1
12519,2403,U mean abt u & ann..,20,India,2011/1
12520,2404,Wat .? Abt the imp perns wordz,30,India,2011/1
12521,2405,Nw u hav mry xmas..,19,India,2011/1
12522,2406,I gt this msg 4 de 3rd time,27,India,2011/1
12523,2407,U boy,10,India,2011/1
12524,2408,Wat abt u ? I knw tat u finsh ur stds ?,39,India,2011/1
12525,2409,No man.. Want 2 study on the way 2 clge,39,India,2011/1
12526,2410,Wat man.? Go 2 slep im feelng 2 go 4 a bed,42,India,2011/1
12527,2411,Wat ?,5,India,2011/1
12528,2412,"Feb <#> is ""I LOVE U"" day.Send Dis to al ur""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! if u Ignore dis u wil lose ur luv 4ever.",155,India,2011/1
12530,2414,Hws dis ?,9,India,2011/1
12531,2415,K yar.. Gud nt,14,India,2011/1
12532,2416,Y da.. Gud nt bro.. Tak cre,27,India,2011/1
12533,2417,Go man go 2 bed,15,India,2011/1
12534,2418,Ho.. Gud chicks dere.. ? Hav u gt any chicks dere ?,51,India,2011/1
12535,2419,Gud nt dr sistr.. Chweet dreamz & tak care,42,India,2011/1
12536,2420,Can i giv this it @ 2mrw eveng .,32,India,2011/1
12537,2421,Nw its up2 <#> 's,18,India,2011/1
12538,2422,Nw wr r u studng ? Hws the clases going ?,41,India,2011/1
12539,2423,Nt gud man.. Wat abt u ?,24,India,2011/1
12540,2424,No.. Wat did u do ?,19,India,2011/1
12541,2425,No man.. Im etng dinr.. Wat abt u ?,35,India,2011/1
12542,2426,Dnt u need ur drss ?,20,India,2011/1
12544,2428,Da i hav clas on strdy,22,India,2011/1
12545,2429,Tats nt a gd film.. Gud nt bro.. Tak care,41,India,2011/1
12546,2430,Da wat de nw film @ vineetha & vanitha..,40,India,2011/1
12547,2431,Wat i cnt undrstnd it ?,23,India,2011/1
12548,2432,Wat the hell..? Go 2 sleep the husbnd of rakhi....,50,India,2011/1
12550,2434,Gud nt bro.. Tak cre,20,India,2011/1
12551,2435,K.. I wil cal.. Aftr 5 min..,28,India,2011/1
12552,2436,Wats de pblm ??,15,India,2011/1
12553,2437,4 wat ?,7,India,2011/1
12556,2440,Gud nt.. Tak care,17,India,2011/1
12558,2442,Hai man.!!,10,India,2011/1
12559,2443,Sale it & help me 2 take <#> and another less price set..,59,India,2011/1
12560,2444,Can i use short form in messings ?,34,India,2011/1
12561,2445,Can i use short form ?,22,India,2011/1
12562,2446,Nw i has mre than <#> ..,29,India,2011/1
12563,2447,"Hai, shiyas ?",13,India,2011/1
12564,2448,I wil tel 2 ma frnd.. & i wil tel it.. K,40,India,2011/1
12565,2449,Wat abt ma fly set.? Cant u sale it @ this month..,50,India,2011/1
12566,2450,Wat r <#> ?,12,India,2011/1
12567,2451,Da wat should i do ?,20,India,2011/1
12568,2452,Wats the matter ?,17,India,2011/1
12569,2453,"Thats not a gud set.. Sliding model, vga cam, etc..",51,India,2011/1
12570,2454,Dude did u write statistics ?,29,India,2011/1
12571,2455,Dnt write man.. Jst stop all those things ?,43,India,2011/1
12572,2456,I jst watchng cricket,21,India,2011/1
12573,2457,Wat writing ?,13,India,2011/1
12574,2458,Da i dont get the text !,24,India,2011/1
12576,2460,Da where r u ?,14,India,2011/1
12577,2461,Cool lines: Why do friends keep forwarding msgs instead of talking to each other? The reason is that we have nothing to say but still want to be in ToUch...!,157,India,2011/1
12578,2462,Wen someone is so sweet to u Dont expect that they will be like dat all the time- Because even the sweetest chocolate has an expiry date.!,138,India,2011/1
12579,2463,S man,5,India,2011/1
12580,2464,Birds Tat lives in lake will fly away whn the lake dries up. Bt the lotus tat grows in the same lake wil die wit the lake.Tats comitment in friendship!! Gud nt,159,India,2011/1
12581,2465,NO SMS NO CALL WHY..? Don't U hv balance? Its OK.! I wl send Rs. <#> /_ recharge card Atlst msg nw no: lllllllllllllllllllllllllllll scratch here with blade,156,India,2011/1
12582,2466,"Popular line-""when you love someone don make them love you as much as you do but love them so much that they don want to be loved by anyone except you""",151,India,2011/1
12583,2467,5 reasons y i lyk U 5-ur smile 4-ur behaviour 3-ur jollytype 2-ur caring 1-njan parayunnathu kallamannennu arinjittum ithu vaayikkanulla aa valiya manasum.gudnt,160,India,2011/1
12584,2468,"If u luv som1 Dont keep in Heart, keep in Nails Bcz if u fail in luv,Dont brek ur heart,jst cut ur nails. Dats d resn girls keep long nails... Gud nt",149,India,2011/1
12585,2469,S.. I knw tat .. She realise her mistak.. Bcoz of tat i dnt wat 2 mis hr luv.. So plz aviod me..,96,India,2011/1
12586,2470,"I hear tat u dnt luv me.. I dnt knw it true or nt.. Anyway, ma old luvr ystrday cal me. She stil luv me ennu.. Wat shuld i do ?? Plz eniku pranthu pidikunu..",157,India,2011/1
12587,2471,Tats gud..,10,India,2011/1
12588,2472,Hws ur clses ?,14,India,2011/1
12589,2473,V go by our gang?,17,India,2011/1
12590,2474,Wat ? I dnt mean tat !!! I mean tat ur a mre than a gud frnd 2 me.. If i luv u i wil strightly 2 u.. I hav tat guts....,119,India,2011/1
12591,2475,S.. Nw i wil go by ur way can gt outsid ur hme..,48,India,2011/1
12592,2476,Exm vry tough 2day.. Im also sad.. U dnt gt upset evry thing should b fine..,76,India,2011/1
12593,2477,Dnt worry .. Jst try 2 score gud mark @ public exm..k,53,India,2011/1
12594,2478,K.. If u hurt im sorry.. I jst ask.. Vinee im really sorry,58,India,2011/1
12595,2479,Y.. U dnt luv him.. I think he's mre gud than me 2 u ......!!,61,India,2011/1
12596,2480,If u got me in this life.. Wat shold rayzen do..?,49,India,2011/1
12597,2481,"I gt it frm ur schul's <#> th anniversary magazine.. Njan chummathe nokiyapole kandu. Amal, arun okke undayirunu.. If u dnt lik it i wil cut it in2 pces.... K..",161,India,2011/1
12598,2482,K.. I wil surely cum..,22,India,2011/1
12599,2483,Say him tat u luv him / her.. Tats a gud way..,46,India,2011/1
12600,2484,"Nice lines 4 life: ""Dont miss a chance to express your affection. Becoz hearts are broken when words are unspoken."".. Gud 9t",124,India,2011/1
12601,2485,"If al Indians start studying, al get gud marks. bt jobs r limited more unemployment, more youth suicides, more crime. SAVE INDIA stop studying??? Gush 9t.",154,India,2011/1
12602,2486,"A raindrop may look too small,but somewhere a thirsty flower awaits its fall. An sms seems too small,but a sending heart always remembers U a lot. Gud afternun",159,India,2011/1
12603,2487,"This is a great,great,great nice sms: My lovr & my Bst Frnd r in sinking boat... Bt i can save only one's lif. . Do U knw whm i save? I save my LVR & I wil die wit my FRIEND...",176,India,2011/1
12604,2488,Why do you ask princess?,24,United States,2011/1
12605,2489,Great! Daddy can't wait to get better and meet you!,51,United States,2011/1
12606,2490,Tuesday. I,10,United States,2011/1
12607,2491,D,1,United States,2011/1
12608,2492,I,1,United States,2011/1
12609,2493,Thank you@?,11,United States,2011/1
12610,2494,i am going to bed now prin,26,United States,2011/1
12611,2495,ok baby!,8,United States,2011/1
12612,2496,"Sorry, I'll call later",22,United States,2011/1
12613,2497,I need you...,13,United States,2011/1
12614,2498,Yes princess! I want to make you happy...,41,United States,2011/1
12615,2499,What makes you most happy?,26,United States,2011/1
12616,2500,I can do that! I want to please you both inside and outside the bedroom...,74,United States,2011/1
12617,2501,Hope you are not scared!,24,United States,2011/1
12618,2502,Are you up for the challenge? I know i am :),44,United States,2011/1
12619,2503,Great! I hope you like your man well endowed. I am <#> inches...,66,United States,2011/1
12620,2504,have you ever had one foot before?,34,United States,2011/1
12621,2505,There is a first time for everything :),39,United States,2011/1
12622,2506,Yes princess! I want to please you every night. Your wish is my command...,74,United States,2011/1
12623,2507,"Are you being good, baby? :)",28,United States,2011/1
12624,2508,"I am real, baby! I want to bring out your inner tigress...",58,United States,2011/1
12625,2509,Get ready to put on your excellent sub face :),46,United States,2011/1
12626,2510,Excellent! Are you ready to moan and scream in ecstasy?,55,United States,2011/1
12627,2511,"Yes, princess. Are you going to make me moan?",45,United States,2011/1
12628,2512,"And how you will do that, princess? :)",38,United States,2011/1
12629,2513,Love it! The girls at the office may wonder why you are smiling but sore...,75,United States,2011/1
12630,2514,"How long has it been since you screamed, princess?",50,United States,2011/1
12631,2515,"Why is that, princess? I bet the brothas are all chasing you!",61,United States,2011/1
12632,2516,ok. I am a gentleman and will treat you with dignity and respect.,65,United States,2011/1
12633,2517,That depends. How would you like to be treated? :),50,United States,2011/1
12634,2518,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),66,United States,2011/1
12635,2519,Have to run. Ttyl!,18,United States,2011/1
12636,2520,Hi baby! How are you?,21,United States,2011/1
12638,2522,Im good! I have been thinking about you...,42,United States,2011/1
12639,2523,I need to come home and give you some good lovin...,51,United States,2011/1
12640,2524,I need you to be in my strong arms...,37,United States,2011/1
12641,2525,I will treasure every moment we spend together...,49,United States,2011/1
12642,2526,Hi! This is Roger from CL. How are you?,39,United States,2011/1
12643,2527,I am great! How are you?,24,United States,2011/1
12644,2528,Great! How is the office today?,31,United States,2011/1
12645,2529,Thats cool. i liked your photos. You are very sexy!,51,United States,2011/1
12646,2530,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,88,United States,2011/1
12647,2531,Thank you. do you generally date the brothas?,45,United States,2011/1
12648,2532,Thats cool! I am a gentleman and will treat you with dignity and respect.,73,United States,2011/1
12649,2533,Prepare to be pleasured :),26,United States,2011/1
12650,2534,will you like to be spoiled? :),31,United States,2011/1
12651,2535,"How about clothes, jewelry, and trips?",38,United States,2011/1
12652,2536,I will spoil you in bed as well :),34,United States,2011/1
12653,2537,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,75,United States,2011/1
12654,2538,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love <#> times per night :),142,United States,2011/1
12655,2539,Yes! How is a pretty lady like you single?,42,United States,2011/1
12656,2540,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,80,United States,2011/1
12657,2541,Understand. his loss is my gain :) so do you work? School?,58,United States,2011/1
12658,2542,Sounds like you have many talents! would you like to go on a dinner date next week?,83,United States,2011/1
12659,2543,Great! I have to run now so ttyl!,33,United States,2011/1
12660,2544,how are you? I miss you!,24,United States,2011/1
12661,2545,Good morning princess! How are you?,35,United States,2011/1
12662,2546,Ok. Good luck!,14,United States,2011/1
12663,2547,I doubt you could handle 5 times per night in any case...,57,United States,2011/1
12664,2548,I love working from home :),27,United States,2011/1
12665,2549,"<#> days per month, even during your period..,",47,United States,2011/1
12666,2550,Hi! How are you?,16,United States,2011/1
12667,2551,what are your new years plans?,30,United States,2011/1
12668,2552,How is your schedule next week? I am out of town this weekend.,62,United States,2011/1
12669,2553,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),111,United States,2011/1
12670,2554,Sounds great! Are you home now?,31,United States,2011/1
12671,2555,Good. do you think you could send me some pix? I would love to see your top and bottom...,89,United States,2011/1
12672,2556,either way works for me. I am <#> years old. Hope that doesnt bother you.,75,United States,2011/1
12673,2557,excellent. I spent <#> years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,117,United States,2011/1
12674,2558,"I want to show you the world, princess :) how about europe?",59,United States,2011/1
12675,2559,No kids.,8,United States,2011/1
12676,2560,i am seeking a lady in the street and a freak in the sheets. Is that you?,73,United States,2011/1
12677,2561,I love to wine and dine my lady!,32,United States,2011/1
12678,2562,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",81,United States,2011/1
12679,2563,I love to give massages. I use lots of baby oil... What is your fave position?,78,United States,2011/1
12680,2564,Great! So what attracts you to the brothas?,43,United States,2011/1
12681,2565,Thats cool. i am a gentleman and will treat you with dignity and respect.,73,United States,2011/1
12682,2566,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",110,United States,2011/1
12683,2567,Will do!,8,United States,2011/1
12684,2568,Hi Princess! Thank you for the pics. You are very pretty. How are you?,70,United States,2011/1
12685,2569,Thats cool. How was your day?,29,United States,2011/1
12686,2570,Just sent it. So what type of food do you like?,47,United States,2011/1
12687,2571,Good evening! How are you?,26,United States,2011/1
12688,2572,How about drinks?,17,United States,2011/1
12689,2573,soon we will meet :),20,United States,2011/1
12691,2575,Hanging out with my brother and his family,42,United States,2011/1
12692,2576,Cool. So how come you havent been wined and dined before?,57,United States,2011/1
12693,2577,Daddy will take good care of you :),35,United States,2011/1
12694,2578,"If we hit it off, you can move in with me :)",44,United States,2011/1
12695,2579,"Yes, princess. Toledo.",22,United States,2011/1
12696,2580,Thats cool. I want to please you...,35,United States,2011/1
12697,2581,Thank you. I like you as well...,32,United States,2011/1
12698,2582,Old Orchard near univ. How about you?,37,United States,2011/1
12699,2583,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,66,United States,2011/1
12700,2584,Good. No swimsuit allowed :),28,United States,2011/1
12701,2585,"Princess, i like to make love <#> times per night. Hope thats not a problem!",78,United States,2011/1
12702,2586,my ex-wife was not able to have kids. Do you want kids one day?,63,United States,2011/1
12703,2587,get ready to moan and scream :),31,United States,2011/1
12704,2588,She ran off with a younger man. we will make pretty babies together :),70,United States,2011/1
12705,2589,cool. We will have fun practicing making babies!,48,United States,2011/1
12706,2590,"Lets use it next week, princess :)",34,United States,2011/1
12707,2591,Good evening! this is roger. How are you?,41,United States,2011/1
12708,2592,No problem. We will be spending a lot of quality time together...,65,United States,2011/1
12709,2593,Do you like Italian food?,25,United States,2011/1
12710,2594,I can make lasagna for you... vodka...,38,United States,2011/1
12711,2595,Get ready for <#> inches of pleasure...,41,United States,2011/1
12712,2596,Like a coke can :),18,United States,2011/1
12713,2597,Do you like shaking your booty on the dance floor?,50,United States,2011/1
12714,2598,I can send you a pic if you like :),35,United States,2011/1
12715,2599,Cool. I am <#> inches long. hope you like them big!,53,United States,2011/1
12716,2600,Should i send you naughty pix? :),33,United States,2011/1
12717,2601,I sent them. Do you like?,25,United States,2011/1
12719,2603,I will send them to your email. Do you mind <#> times per night?,66,United States,2011/1
12720,2604,Happy New Year Princess!,24,United States,2011/1
12721,2605,What is your record for one night? :),37,United States,2011/1
12722,2606,No prob. I will send to your email.,35,United States,2011/1
12723,2607,"Just sent again. Do you scream and moan in bed, princess?",57,United States,2011/1
12724,2608,Have a good evening! Ttyl,25,United States,2011/1
12726,2610,Excellent!,10,United States,2011/1
12727,2611,On the road so cant txt,23,United States,2011/1
12728,2612,Good morning princess! Happy New Year!,38,United States,2011/1
12729,2613,No problem baby. Is this is a good time to talk? I called and left a message.,77,United States,2011/1
12730,2614,Sure! I am driving but will reach my destination soon.,54,United States,2011/1
12731,2615,Sounds yummy!,13,United States,2011/1
12732,2616,i can call in <#> min if thats ok,35,United States,2011/1
12733,2617,Nice talking to you! please dont forget my pix :) i want to see all of you...,77,United States,2011/1
12734,2618,Thank you princess! You are so sexy...,38,United States,2011/1
12735,2619,Me too baby! I promise to treat you well! I bet you will take good care of me...,80,United States,2011/1
12736,2620,I got your back! Do you have any dislikes in bed?,49,United States,2011/1
12737,2621,Thats cool. Where should i cum? On you or in you? :),52,United States,2011/1
12738,2622,Both :) i shoot big loads so get ready!,39,United States,2011/1
12739,2623,I will be gentle baby! Soon you will be taking all <#> inches deep inside your tight pussy...,95,United States,2011/1
12740,2624,I love to cuddle! I want to hold you in my strong arms right now...,67,United States,2011/1
12741,2625,Thank you princess! I want to see your nice juicy booty...,58,United States,2011/1
12742,2626,Ok baby!,8,United States,2011/1
12743,2627,No pic. Please re-send.,23,United States,2011/1
12744,2628,I love your ass! Do you enjoy doggy style? :),45,United States,2011/1
12745,2629,Yes baby! We can study all the positions of the kama sutra ;),61,United States,2011/1
12746,2630,Are you wet right now?,22,United States,2011/1
12747,2631,I want to lick your now...,32,United States,2011/1
12748,2632,I want to see your pretty pussy...,34,United States,2011/1
12749,2633,Thank you baby! I cant wait to taste the real thing...,54,United States,2011/1
12750,2634,Got it! It looks scrumptious... daddy wants to eat you all night long!,70,United States,2011/1
12751,2635,"What will we do in the shower, baby?",36,United States,2011/1
12752,2636,I enjoy watching and playing football and basketball. Anything outdoors. And you?,81,United States,2011/1
12753,2637,Sounds great! Im going to sleep now. Have a good night!,55,United States,2011/1
12755,2639,Good morning princess! Have a great day!,40,United States,2011/1
12756,2640,I am great princess! What are you thinking about me? :),55,United States,2011/1
12757,2641,I cant wait to see you! How were the photos were useful? :),59,United States,2011/1
12758,2642,soon you will have the real thing princess! Do i make you wet? :),65,United States,2011/1
12759,2643,I am taking you for italian food. How about a pretty dress with no panties? :),78,United States,2011/1
12760,2644,Wish i were with you now!,25,United States,2011/1
12761,2645,Excellent! Wish we were together right now!,43,United States,2011/1
12762,2646,So i could kiss and feel you next to me...,42,United States,2011/1
12763,2647,how tall are you princess?,26,United States,2011/1
12764,2648,I am 6 ft. We will be a good combination!,41,United States,2011/1
12765,2649,I want to be there so i can kiss you and feel you next to me,60,United States,2011/1
12766,2650,How about 7 pm?,15,United States,2011/1
12767,2651,"Princess, is your kitty shaved or natural?",42,United States,2011/1
12768,2652,Mmmm.... I cant wait to lick it!,32,United States,2011/1
12769,2653,Be sure to check your yahoo email. We sent photos yesterday,59,United States,2011/1
12770,2654,I will lick up every drop :) are you ready to use your mouth as well?,69,United States,2011/1
12771,2655,Great! I shoot big loads so get ready!,38,United States,2011/1
12772,2656,Thats cool princess! I will cover your face in hot sticky :),64,United States,2011/1
12773,2657,You are gorgeous! keep those pix :) thank you!,54,United States,2011/1
12774,2658,Thank you princess!,19,United States,2011/1
12775,2659,Your is perfect!,22,United States,2011/1
12776,2660,Love it! I want to flood that pretty with cum...,54,United States,2011/1
12777,2661,"Yes but i dont care! I need you bad, princess!",46,United States,2011/1
12778,2662,I will be gentle princess! We will make sweet gentle love...,60,United States,2011/1
12779,2663,I want to be inside you every night...,38,United States,2011/1
12780,2664,Yes princess! I want to catch you with my big strong hands...,61,United States,2011/1
12781,2665,Prepare to be pounded every night...,36,United States,2011/1
12782,2666,i want to grasp your pretty booty :),36,United States,2011/1
12783,2667,yes baby! I need to stretch open your pussy!,44,United States,2011/1
12784,2668,Love it! how so baby?,21,United States,2011/1
12785,2669,Love it! Daddy will make you scream with pleasure! I am going to slap your with my dick!,92,United States,2011/1
12786,2670,We will meet soon princess! Ttyl!,33,United States,2011/1
12787,2671,Haddin to kolkata.,18,India,2011/1
12788,2672,Ya.,3,India,2011/1
12789,2673,Delhi got it.,13,India,2011/1
12790,2674,Sorry :)set max.,16,India,2011/1
12791,2675,K:)k.sony max.,14,India,2011/1
12792,2676,S.i'm watching it in live..,27,India,2011/1
12793,2677,Karthick to delhi..,19,India,2011/1
12794,2678,Karthick now,12,India,2011/1
12795,2679,Saha to chennai.,16,India,2011/1
12796,2680,Saha now,8,India,2011/1
12797,2681,Patel to kochi,14,India,2011/1
12799,2683,Patel now,9,India,2011/1
12800,2684,Manou from aus,14,India,2011/1
12801,2685,Lara unsold,11,India,2011/1
12802,2686,Lara.,5,India,2011/1
12803,2687,Warner to delhi.,16,India,2011/1
12805,2689,Warner now,10,India,2011/1
12806,2690,For punjab,10,India,2011/1
12808,2692,Small problem in auction:)punj now asking tiwary,48,India,2011/1
12809,2693,Tiwary to rcb.battle between and kochi.,44,India,2011/1
12810,2694,Tiwary now,10,India,2011/1
12811,2695,Dhawan for dc:),15,India,2011/1
12812,2696,Dc to duminy..,14,India,2011/1
12813,2697,S.s.,4,India,2011/1
12814,2698,Now duminy.,11,India,2011/1
12815,2699,Reason is if the team budget is available at last they buy the unsold players for at base rate..,96,India,2011/1
12816,2700,Gibbs unsold.mike hussey,24,India,2011/1
12817,2701,Ryder unsold.now gibbs.,23,India,2011/1
12818,2702,Now ryder,9,India,2011/1
12819,2703,I'm also came to room.,22,India,2011/1
12820,2704,Current came?,13,India,2011/1
12823,2707,I'm working technical support :)voice process.networking field.,63,India,2011/1
12824,2708,I'm working technical support :)voice process.,46,India,2011/1
12825,2709,<#> k:)take home is <#> k itseems:),36,India,2011/1
12826,2710,Me only da:),12,India,2011/1
12827,2711,Ya:)going for restaurant..,26,India,2011/1
12828,2712,Ya tell me:),12,India,2011/1
12829,2713,K:)k:),6,India,2011/1
12830,2714,K:)anything special?,20,India,2011/1
12831,2715,Had lunch?,10,India,2011/1
12832,2716,Now i'm going for lunch.,24,India,2011/1
12833,2717,Now press conference da:),25,India,2011/1
12834,2718,Rp for kochi.,13,India,2011/1
12835,2719,S.that too for <DECIMAL> cr.very expensive.,45,India,2011/1
12836,2720,Irfan for Delhi.,16,India,2011/1
12837,2721,Pathan for delhi,16,India,2011/1
12838,2722,I'm thinking that chennai forgot to come for auction..,54,India,2011/1
12839,2723,No one interested. May be some business plan.,45,India,2011/1
12840,2724,Now irfan.,10,India,2011/1
12841,2725,Gayle remain unsold..,21,India,2011/1
12842,2726,Gayle now.,10,India,2011/1
12843,2727,Sree for kochi..,16,India,2011/1
12845,2729,Sree now,8,India,2011/1
12846,2730,Macculam for kochi.,19,India,2011/1
12847,2731,S.s:)break of <#> min in few minutes.,39,India,2011/1
12849,2733,Mccullam now:),14,India,2011/1
12850,2734,Vettori for rcb....,19,India,2011/1
12851,2735,S:)no competition for him.,26,India,2011/1
12852,2736,Oh k..,6,India,2011/1
12853,2737,Vettori now?,12,India,2011/1
12854,2738,Vvs for kochi:),15,India,2011/1
12855,2739,Now vvs:),9,India,2011/1
12856,2740,S.i think he is waste for rr..,30,India,2011/1
12857,2741,Yes.they will pick.,19,India,2011/1
12859,2743,Botha to rr......,17,India,2011/1
12860,2744,Botha now,9,India,2011/1
12861,2745,So robin.,9,India,2011/1
12862,2746,We have to pick rayan macleran there.,37,India,2011/1
12863,2747,Rohit for Pune..,16,India,2011/1
12864,2748,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,79,India,2011/1
12865,2749,Two teams waiting for some players,34,India,2011/1
12866,2750,S...i will take mokka players only:),36,India,2011/1
12867,2751,Robin now...,12,India,2011/1
12868,2752,Delhi and chennai still silent.,31,India,2011/1
12869,2753,Smith to pune..,15,India,2011/1
12871,2755,Smith now,9,India,2011/1
12872,2756,Not sold,8,India,2011/1
12873,2757,Mathews or tait or edwards or anderson,38,India,2011/1
